Line_Item_ID,Date,Credit_Card_Number,Quantity,Menu_Item
20884,08-01-2017,7.29648E+15,1,burnt garlic tonkotsu ramen
20885,08-01-2017,7.79225E+15,1,soft-shell miso crab ramen
20886,08-01-2017,7.79225E+15,1,soft-shell miso crab ramen
20887,08-01-2017,9.06255E+15,1,miso crab ramen
20888,08-01-2017,9.06255E+15,1,miso crab ramen
20889,08-01-2017,6.9932E+15,4,tori paitan ramen
20890,08-01-2017,6.9932E+15,4,tori paitan ramen
20891,08-01-2017,7.03128E+15,1,spicy miso ramen
20892,08-01-2017,7.03128E+15,1,spicy miso ramen
20893,08-01-2017,3.73634E+15,1,tonkotsu ramen
20894,08-01-2017,3.73634E+15,1,tonkotsu ramen
20895,08-01-2017,4.20586E+15,1,nagomi shoyu
20896,08-01-2017,4.20586E+15,1,nagomi shoyu
20897,08-01-2017,5.2679E+15,1,vegetarian spicy miso
20898,08-01-2017,5.2679E+15,1,vegetarian spicy miso
20899,08-01-2017,3.60354E+15,1,vegetarian curry + king trumpet mushroom ramen
20900,08-01-2017,3.60354E+15,1,vegetarian curry + king trumpet mushroom ramen
20901,08-01-2017,4.48195E+15,1,tonkotsu ramen
20902,08-01-2017,4.48195E+15,1,tonkotsu ramen
20903,08-01-2017,4.16901E+15,1,nagomi shoyu
20904,08-01-2017,4.16901E+15,1,nagomi shoyu
20905,08-01-2017,3.67098E+15,1,shio ramen
20906,08-01-2017,3.67098E+15,1,shio ramen
20907,08-01-2017,9.27408E+15,1,tonkotsu ramen
20908,08-01-2017,9.27408E+15,1,tonkotsu ramen
20909,08-01-2017,4.03913E+15,1,miso crab ramen
20910,08-01-2017,4.03913E+15,1,miso crab ramen
20911,08-01-2017,5.64195E+15,1,shio ramen
20912,08-01-2017,5.64195E+15,1,shio ramen
20913,08-01-2017,6.45488E+14,1,nagomi shoyu
20914,08-01-2017,6.45488E+14,1,nagomi shoyu
20915,08-01-2017,3.97095E+15,1,burnt garlic tonkotsu ramen
20916,08-01-2017,3.97095E+15,1,burnt garlic tonkotsu ramen
20917,08-01-2017,3.5029E+15,2,truffle butter ramen
20918,08-01-2017,3.5029E+15,2,truffle butter ramen
20919,08-01-2017,2.73053E+15,1,spicy miso ramen
20920,08-01-2017,2.73053E+15,1,spicy miso ramen
20921,08-01-2017,7.06461E+15,1,spicy miso ramen
20922,08-01-2017,7.06461E+15,1,spicy miso ramen
20923,08-01-2017,4.1006E+15,2,vegetarian curry + king trumpet mushroom ramen
20924,08-01-2017,4.1006E+15,2,vegetarian curry + king trumpet mushroom ramen
20925,08-01-2017,8.57659E+14,4,miso crab ramen
20926,08-01-2017,8.57659E+14,4,miso crab ramen
20927,08-01-2017,1.57217E+15,4,spicy miso ramen
20928,08-01-2017,1.57217E+15,4,spicy miso ramen
20929,08-01-2017,2.80157E+15,1,vegetarian spicy miso
20930,08-01-2017,2.80157E+15,1,vegetarian spicy miso
20931,08-01-2017,4.79857E+15,1,shio ramen
20932,08-01-2017,4.79857E+15,1,shio ramen
20933,08-01-2017,5.7006E+14,2,truffle butter ramen
20934,08-01-2017,5.7006E+14,2,truffle butter ramen
20935,08-01-2017,5.70571E+15,1,shio ramen
20936,08-01-2017,5.70571E+15,1,shio ramen
20937,08-01-2017,4.39121E+15,1,nagomi shoyu
20938,08-01-2017,4.39121E+15,1,nagomi shoyu
20939,08-01-2017,7.51271E+15,2,truffle butter ramen
20940,08-01-2017,7.51271E+15,2,truffle butter ramen
20941,08-01-2017,6.12208E+15,3,miso crab ramen
20942,08-01-2017,6.12208E+15,3,miso crab ramen
20943,08-01-2017,3.14929E+15,1,soft-shell miso crab ramen
20944,08-01-2017,3.14929E+15,1,soft-shell miso crab ramen
20945,08-01-2017,4.18205E+14,1,vegetarian curry + king trumpet mushroom ramen
20946,08-01-2017,4.18205E+14,1,vegetarian curry + king trumpet mushroom ramen
20947,08-01-2017,5.31342E+15,1,shio ramen
20948,08-01-2017,5.31342E+15,1,shio ramen
20949,08-01-2017,8.37511E+14,1,nagomi shoyu
20950,08-01-2017,8.37511E+14,1,nagomi shoyu
20951,08-01-2017,4.57801E+15,1,soft-shell miso crab ramen
20952,08-01-2017,4.57801E+15,1,soft-shell miso crab ramen
20953,08-01-2017,6.64298E+15,1,spicy miso ramen
20954,08-01-2017,6.64298E+15,1,spicy miso ramen
20955,08-01-2017,1.30085E+15,1,soft-shell miso crab ramen
20956,08-01-2017,1.30085E+15,1,soft-shell miso crab ramen
20957,08-01-2017,7.86572E+15,1,shio ramen
20958,08-01-2017,7.86572E+15,1,shio ramen
20959,08-01-2017,2.39764E+15,1,vegetarian spicy miso
20960,08-01-2017,2.39764E+15,1,vegetarian spicy miso
20961,08-01-2017,2.20871E+15,1,vegetarian spicy miso
20962,08-01-2017,2.20871E+15,1,vegetarian spicy miso
20963,08-01-2017,3.50002E+15,2,tori paitan ramen
20964,08-01-2017,3.50002E+15,2,tori paitan ramen
20965,08-01-2017,3.4142E+15,1,spicy miso ramen
20966,08-01-2017,3.4142E+15,1,spicy miso ramen
20967,08-01-2017,9.28704E+15,1,spicy miso ramen
20968,08-01-2017,9.28704E+15,1,spicy miso ramen
20969,08-01-2017,5.47281E+15,1,truffle butter ramen
20970,08-01-2017,5.47281E+15,1,truffle butter ramen
20971,08-01-2017,7.61145E+15,1,tonkotsu ramen
20972,08-01-2017,7.61145E+15,1,tonkotsu ramen
20973,08-01-2017,4.282E+14,1,tori paitan ramen
20974,08-01-2017,4.282E+14,1,tori paitan ramen
20975,08-01-2017,3.11341E+15,1,tori paitan ramen
20976,08-01-2017,3.11341E+15,1,tori paitan ramen
20977,08-02-2017,2.00472E+15,1,soft-shell miso crab ramen
20978,08-02-2017,2.00472E+15,1,soft-shell miso crab ramen
20979,08-02-2017,3.9214E+15,1,spicy miso ramen
20980,08-02-2017,3.9214E+15,1,spicy miso ramen
20981,08-02-2017,4.5431E+15,1,soft-shell miso crab ramen
20982,08-02-2017,4.5431E+15,1,soft-shell miso crab ramen
20983,08-02-2017,1.53695E+15,2,shio ramen
20984,08-02-2017,1.53695E+15,2,shio ramen
20985,08-02-2017,9.64704E+15,2,truffle butter ramen
20986,08-02-2017,9.64704E+15,2,truffle butter ramen
20987,08-02-2017,5.15495E+15,1,soft-shell miso crab ramen
20988,08-02-2017,5.15495E+15,1,soft-shell miso crab ramen
20989,08-02-2017,1.69885E+15,1,spicy miso ramen
20990,08-02-2017,1.69885E+15,1,spicy miso ramen
20991,08-02-2017,4.95736E+15,1,tori paitan ramen
20992,08-02-2017,4.95736E+15,1,tori paitan ramen
20993,08-02-2017,5.57025E+15,1,nagomi shoyu
20994,08-02-2017,5.57025E+15,1,nagomi shoyu
20995,08-02-2017,1.50004E+15,1,shio ramen
20996,08-02-2017,1.50004E+15,1,shio ramen
20997,08-02-2017,6.53354E+15,2,nagomi shoyu
20998,08-02-2017,6.53354E+15,2,nagomi shoyu
20999,08-02-2017,2.81417E+15,1,tori paitan ramen
21000,08-02-2017,2.81417E+15,1,tori paitan ramen
21001,08-02-2017,7.46024E+15,1,vegetarian curry + king trumpet mushroom ramen
21002,08-02-2017,7.46024E+15,1,vegetarian curry + king trumpet mushroom ramen
21003,08-02-2017,9.22324E+15,1,vegetarian spicy miso
21004,08-02-2017,9.22324E+15,1,vegetarian spicy miso
21005,08-02-2017,4.40687E+14,1,tonkotsu ramen
21006,08-02-2017,4.40687E+14,1,tonkotsu ramen
21007,08-02-2017,7.90378E+14,1,tonkotsu ramen
21008,08-02-2017,7.90378E+14,1,tonkotsu ramen
21009,08-02-2017,4.86104E+15,2,tonkotsu ramen
21010,08-02-2017,4.86104E+15,2,tonkotsu ramen
21011,08-02-2017,6.29038E+15,4,miso crab ramen
21012,08-02-2017,6.29038E+15,4,miso crab ramen
21013,08-02-2017,3.27692E+15,1,tonkotsu ramen
21014,08-02-2017,3.27692E+15,1,tonkotsu ramen
21015,08-02-2017,2.19342E+15,1,nagomi shoyu
21016,08-02-2017,2.19342E+15,1,nagomi shoyu
21017,08-02-2017,1.18272E+15,1,tonkotsu ramen
21018,08-02-2017,1.18272E+15,1,tonkotsu ramen
21019,08-02-2017,5.34746E+15,1,shio ramen
21020,08-02-2017,5.34746E+15,1,shio ramen
21021,08-02-2017,1.25723E+13,1,miso crab ramen
21022,08-02-2017,1.25723E+13,1,miso crab ramen
21023,08-02-2017,8.33472E+15,2,nagomi shoyu
21024,08-02-2017,8.33472E+15,2,nagomi shoyu
21025,08-02-2017,9.45824E+15,2,miso crab ramen
21026,08-02-2017,9.45824E+15,2,miso crab ramen
21027,08-02-2017,5.99571E+15,1,tori paitan ramen
21028,08-02-2017,5.99571E+15,1,tori paitan ramen
21029,08-02-2017,2.26534E+15,3,vegetarian curry + king trumpet mushroom ramen
21030,08-02-2017,2.26534E+15,3,vegetarian curry + king trumpet mushroom ramen
21031,08-02-2017,1.31886E+15,1,vegetarian spicy miso
21032,08-02-2017,1.31886E+15,1,vegetarian spicy miso
21033,08-03-2017,3.18813E+15,1,vegetarian spicy miso
21034,08-03-2017,3.18813E+15,1,vegetarian spicy miso
21035,08-03-2017,4.30827E+15,1,miso crab ramen
21036,08-03-2017,4.30827E+15,1,miso crab ramen
21037,08-03-2017,2.18848E+15,1,shio ramen
21038,08-03-2017,2.18848E+15,1,shio ramen
21039,08-03-2017,9.48501E+15,1,truffle butter ramen
21040,08-03-2017,9.48501E+15,1,truffle butter ramen
21041,08-03-2017,4.20877E+14,3,miso crab ramen
21042,08-03-2017,4.20877E+14,3,miso crab ramen
21043,08-03-2017,9.47483E+15,4,vegetarian spicy miso
21044,08-03-2017,9.47483E+15,4,vegetarian spicy miso
21045,08-03-2017,8.50118E+15,1,tori paitan ramen
21046,08-03-2017,8.50118E+15,1,tori paitan ramen
21047,08-03-2017,7.1874E+15,1,spicy miso ramen
21048,08-03-2017,7.1874E+15,1,spicy miso ramen
21049,08-03-2017,6.7767E+15,1,soft-shell miso crab ramen
21050,08-03-2017,6.7767E+15,1,soft-shell miso crab ramen
21051,08-03-2017,1.01963E+15,1,vegetarian spicy miso
21052,08-03-2017,1.01963E+15,1,vegetarian spicy miso
21053,08-03-2017,7.57308E+15,1,tori paitan ramen
21054,08-03-2017,7.57308E+15,1,tori paitan ramen
21055,08-03-2017,4.6035E+15,2,vegetarian spicy miso
21056,08-03-2017,4.6035E+15,2,vegetarian spicy miso
21057,08-03-2017,7.6764E+15,1,miso crab ramen
21058,08-03-2017,7.6764E+15,1,miso crab ramen
21059,08-03-2017,6.9597E+15,1,nagomi shoyu
21060,08-03-2017,6.9597E+15,1,nagomi shoyu
21061,08-03-2017,3.28848E+15,1,vegetarian curry + king trumpet mushroom ramen
21062,08-03-2017,3.28848E+15,1,vegetarian curry + king trumpet mushroom ramen
21063,08-03-2017,1.37583E+14,1,spicy miso ramen
21064,08-03-2017,1.37583E+14,1,spicy miso ramen
21065,08-03-2017,5.87783E+15,1,tonkotsu ramen
21066,08-03-2017,5.87783E+15,1,tonkotsu ramen
21067,08-03-2017,5.78136E+15,2,shio ramen
21068,08-03-2017,5.78136E+15,2,shio ramen
21069,08-03-2017,6.97083E+15,1,tori paitan ramen
21070,08-03-2017,6.97083E+15,1,tori paitan ramen
21071,08-03-2017,1.75796E+15,2,tori paitan ramen
21072,08-03-2017,1.75796E+15,2,tori paitan ramen
21073,08-03-2017,1.31311E+15,1,spicy miso ramen
21074,08-03-2017,1.31311E+15,1,spicy miso ramen
21075,08-03-2017,8.90522E+15,1,miso crab ramen
21076,08-03-2017,8.90522E+15,1,miso crab ramen
21077,08-03-2017,5.23559E+15,1,miso crab ramen
21078,08-03-2017,5.23559E+15,1,miso crab ramen
21079,08-03-2017,2.12853E+15,3,truffle butter ramen
21080,08-03-2017,2.12853E+15,3,truffle butter ramen
21081,08-03-2017,1.04434E+15,1,miso crab ramen
21082,08-03-2017,1.04434E+15,1,miso crab ramen
21083,08-03-2017,7.53352E+15,1,vegetarian spicy miso
21084,08-03-2017,7.53352E+15,1,vegetarian spicy miso
21085,08-03-2017,7.34076E+14,1,shio ramen
21086,08-03-2017,7.34076E+14,1,shio ramen
21087,08-03-2017,5.82076E+15,1,vegetarian curry + king trumpet mushroom ramen
21088,08-03-2017,5.82076E+15,1,vegetarian curry + king trumpet mushroom ramen
21089,08-03-2017,3.03266E+15,1,vegetarian curry + king trumpet mushroom ramen
21090,08-03-2017,3.03266E+15,1,vegetarian curry + king trumpet mushroom ramen
21091,08-03-2017,5.60675E+15,1,miso crab ramen
21092,08-03-2017,5.60675E+15,1,miso crab ramen
21093,08-03-2017,5.86307E+15,1,spicy miso ramen
21094,08-03-2017,5.86307E+15,1,spicy miso ramen
21095,08-03-2017,6.14586E+15,1,spicy miso ramen
21096,08-03-2017,6.14586E+15,1,spicy miso ramen
21097,08-03-2017,6.3901E+15,1,miso crab ramen
21098,08-03-2017,6.3901E+15,1,miso crab ramen
21099,08-03-2017,4.19952E+14,1,tori paitan ramen
21100,08-03-2017,4.19952E+14,1,tori paitan ramen
21101,08-03-2017,6.39196E+15,1,truffle butter ramen
21102,08-03-2017,6.39196E+15,1,truffle butter ramen
21103,08-03-2017,8.15582E+15,1,tonkotsu ramen
21104,08-03-2017,8.15582E+15,1,tonkotsu ramen
21105,08-03-2017,9.6143E+14,1,truffle butter ramen
21106,08-03-2017,9.6143E+14,1,truffle butter ramen
21107,08-03-2017,4.74963E+15,1,tonkotsu ramen
21108,08-03-2017,4.74963E+15,1,tonkotsu ramen
21109,08-03-2017,4.32912E+14,1,truffle butter ramen
21110,08-03-2017,4.32912E+14,1,truffle butter ramen
21111,08-03-2017,8.15109E+15,1,soft-shell miso crab ramen
21112,08-03-2017,8.15109E+15,1,soft-shell miso crab ramen
21113,08-03-2017,8.51388E+15,1,tori paitan ramen
21114,08-03-2017,8.51388E+15,1,tori paitan ramen
21115,08-03-2017,7.32748E+15,3,burnt garlic tonkotsu ramen
21116,08-03-2017,7.32748E+15,3,burnt garlic tonkotsu ramen
21117,08-03-2017,2.82333E+15,1,tonkotsu ramen
21118,08-03-2017,2.82333E+15,1,tonkotsu ramen
21119,08-03-2017,7.30748E+15,1,vegetarian curry + king trumpet mushroom ramen
21120,08-03-2017,7.30748E+15,1,vegetarian curry + king trumpet mushroom ramen
21121,08-03-2017,2.49474E+15,1,spicy miso ramen
21122,08-03-2017,2.49474E+15,1,spicy miso ramen
21123,08-03-2017,9.16264E+15,2,miso crab ramen
21124,08-03-2017,9.16264E+15,2,miso crab ramen
21125,08-03-2017,4.61388E+14,1,nagomi shoyu
21126,08-03-2017,4.61388E+14,1,nagomi shoyu
21127,08-03-2017,4.45798E+15,1,soft-shell miso crab ramen
21128,08-03-2017,4.45798E+15,1,soft-shell miso crab ramen
21129,08-03-2017,2.21328E+15,4,spicy miso ramen
21130,08-03-2017,2.21328E+15,4,spicy miso ramen
21131,08-03-2017,8.90222E+14,2,vegetarian spicy miso
21132,08-03-2017,8.90222E+14,2,vegetarian spicy miso
21133,08-03-2017,2.41834E+15,1,tonkotsu ramen
21134,08-03-2017,2.41834E+15,1,tonkotsu ramen
21135,08-03-2017,2.53107E+15,1,vegetarian spicy miso
21136,08-03-2017,2.53107E+15,1,vegetarian spicy miso
21137,08-03-2017,6.08414E+15,1,tori paitan ramen
21138,08-03-2017,6.08414E+15,1,tori paitan ramen
21139,08-03-2017,2.5034E+15,1,tonkotsu ramen
21140,08-03-2017,2.5034E+15,1,tonkotsu ramen
21141,08-03-2017,5.4485E+15,1,shio ramen
21142,08-03-2017,5.4485E+15,1,shio ramen
21143,08-03-2017,4.11311E+15,1,nagomi shoyu
21144,08-03-2017,4.11311E+15,1,nagomi shoyu
21145,08-03-2017,1.55265E+15,1,miso crab ramen
21146,08-03-2017,1.55265E+15,1,miso crab ramen
21147,08-03-2017,5.87041E+15,1,burnt garlic tonkotsu ramen
21148,08-03-2017,5.87041E+15,1,burnt garlic tonkotsu ramen
21149,08-03-2017,2.79416E+15,1,soft-shell miso crab ramen
21150,08-03-2017,2.79416E+15,1,soft-shell miso crab ramen
21151,08-03-2017,1.77499E+15,3,vegetarian spicy miso
21152,08-03-2017,1.77499E+15,3,vegetarian spicy miso
21153,08-03-2017,1.43802E+15,1,nagomi shoyu
21154,08-03-2017,1.43802E+15,1,nagomi shoyu
21155,08-03-2017,2.86777E+14,1,soft-shell miso crab ramen
21156,08-03-2017,2.86777E+14,1,soft-shell miso crab ramen
21157,08-03-2017,1.1616E+14,1,spicy miso ramen
21158,08-03-2017,1.1616E+14,1,spicy miso ramen
21159,08-03-2017,8.57845E+14,1,shio ramen
21160,08-03-2017,8.57845E+14,1,shio ramen
21161,08-03-2017,2.00381E+15,1,truffle butter ramen
21162,08-03-2017,2.00381E+15,1,truffle butter ramen
21163,08-03-2017,4.30375E+15,1,vegetarian curry + king trumpet mushroom ramen
21164,08-03-2017,4.30375E+15,1,vegetarian curry + king trumpet mushroom ramen
21165,08-03-2017,9.64515E+15,1,miso crab ramen
21166,08-03-2017,9.64515E+15,1,miso crab ramen
21167,08-03-2017,8.55932E+15,1,spicy miso ramen
21168,08-03-2017,8.55932E+15,1,spicy miso ramen
21169,08-03-2017,4.09666E+15,2,soft-shell miso crab ramen
21170,08-03-2017,4.09666E+15,2,soft-shell miso crab ramen
21171,08-03-2017,4.30744E+15,4,truffle butter ramen
21172,08-03-2017,4.30744E+15,4,truffle butter ramen
21173,08-03-2017,7.44195E+15,2,tori paitan ramen
21174,08-03-2017,7.44195E+15,2,tori paitan ramen
21175,08-03-2017,5.8387E+15,1,spicy miso ramen
21176,08-03-2017,5.8387E+15,1,spicy miso ramen
21177,08-03-2017,3.9526E+15,1,spicy miso ramen
21178,08-03-2017,3.9526E+15,1,spicy miso ramen
21179,08-03-2017,3.16033E+15,1,tonkotsu ramen
21180,08-03-2017,3.16033E+15,1,tonkotsu ramen
21181,08-03-2017,1.17905E+15,1,tonkotsu ramen
21182,08-03-2017,1.17905E+15,1,tonkotsu ramen
21183,08-03-2017,3.90639E+15,1,tonkotsu ramen
21184,08-03-2017,3.90639E+15,1,tonkotsu ramen
21185,08-03-2017,3.98396E+15,1,shio ramen
21186,08-03-2017,3.98396E+15,1,shio ramen
21187,08-03-2017,2.85412E+15,1,shio ramen
21188,08-03-2017,2.85412E+15,1,shio ramen
21189,08-03-2017,5.43849E+15,1,tonkotsu ramen
21190,08-03-2017,5.43849E+15,1,tonkotsu ramen
21191,08-03-2017,8.7254E+15,1,miso crab ramen
21192,08-03-2017,8.7254E+15,1,miso crab ramen
21193,08-03-2017,1.27834E+15,1,tori paitan ramen
21194,08-03-2017,1.27834E+15,1,tori paitan ramen
21195,08-03-2017,4.23041E+15,1,truffle butter ramen
21196,08-03-2017,4.23041E+15,1,truffle butter ramen
21197,08-03-2017,2.2562E+15,1,spicy miso ramen
21198,08-03-2017,2.2562E+15,1,spicy miso ramen
21199,08-03-2017,7.52591E+15,1,shio ramen
21200,08-03-2017,7.52591E+15,1,shio ramen
21201,08-03-2017,5.89429E+15,1,burnt garlic tonkotsu ramen
21202,08-03-2017,5.89429E+15,1,burnt garlic tonkotsu ramen
21203,08-03-2017,4.35265E+15,1,shio ramen
21204,08-03-2017,4.35265E+15,1,shio ramen
21205,08-03-2017,2.83386E+15,1,truffle butter ramen
21206,08-03-2017,2.83386E+15,1,truffle butter ramen
21207,08-03-2017,2.13824E+15,1,shio ramen
21208,08-03-2017,2.13824E+15,1,shio ramen
21209,08-03-2017,4.09914E+15,1,soft-shell miso crab ramen
21210,08-03-2017,4.09914E+15,1,soft-shell miso crab ramen
21211,08-03-2017,6.50858E+15,1,miso crab ramen
21212,08-03-2017,6.50858E+15,1,miso crab ramen
21213,08-03-2017,2.40586E+15,1,shio ramen
21214,08-03-2017,2.40586E+15,1,shio ramen
21215,08-03-2017,1.68229E+15,2,spicy miso ramen
21216,08-03-2017,1.68229E+15,2,spicy miso ramen
21217,08-03-2017,1.99732E+15,1,vegetarian curry + king trumpet mushroom ramen
21218,08-03-2017,1.99732E+15,1,vegetarian curry + king trumpet mushroom ramen
21219,08-04-2017,1.60292E+15,1,tonkotsu ramen
21220,08-04-2017,1.60292E+15,1,tonkotsu ramen
21221,08-04-2017,3.17359E+15,1,miso crab ramen
21222,08-04-2017,3.17359E+15,1,miso crab ramen
21223,08-04-2017,5.20534E+15,4,tori paitan ramen
21224,08-04-2017,5.20534E+15,4,tori paitan ramen
21225,08-04-2017,9.30216E+15,1,burnt garlic tonkotsu ramen
21226,08-04-2017,9.30216E+15,1,burnt garlic tonkotsu ramen
21227,08-04-2017,1.08549E+15,1,spicy miso ramen
21228,08-04-2017,1.08549E+15,1,spicy miso ramen
21229,08-04-2017,9.89597E+15,4,tori paitan ramen
21230,08-04-2017,9.89597E+15,4,tori paitan ramen
21231,08-04-2017,8.34646E+15,1,tonkotsu ramen
21232,08-04-2017,8.34646E+15,1,tonkotsu ramen
21233,08-04-2017,8.09967E+15,1,shio ramen
21234,08-04-2017,8.09967E+15,1,shio ramen
21235,08-04-2017,5.00841E+15,1,nagomi shoyu
21236,08-04-2017,5.00841E+15,1,nagomi shoyu
21237,08-04-2017,3.49137E+15,1,miso crab ramen
21238,08-04-2017,3.49137E+15,1,miso crab ramen
21239,08-04-2017,5.31808E+15,1,miso crab ramen
21240,08-04-2017,5.31808E+15,1,miso crab ramen
21241,08-04-2017,2.17126E+15,4,shio ramen
21242,08-04-2017,2.17126E+15,4,shio ramen
21243,08-04-2017,3.12486E+15,1,burnt garlic tonkotsu ramen
21244,08-04-2017,3.12486E+15,1,burnt garlic tonkotsu ramen
21245,08-04-2017,9.70229E+15,1,vegetarian spicy miso
21246,08-04-2017,9.70229E+15,1,vegetarian spicy miso
21247,08-04-2017,4.76077E+15,1,shio ramen
21248,08-04-2017,4.76077E+15,1,shio ramen
21249,08-04-2017,3.52423E+15,1,truffle butter ramen
21250,08-04-2017,3.52423E+15,1,truffle butter ramen
21251,08-04-2017,5.71949E+15,1,nagomi shoyu
21252,08-04-2017,5.71949E+15,1,nagomi shoyu
21253,08-04-2017,8.7539E+15,4,tori paitan ramen
21254,08-04-2017,8.7539E+15,4,tori paitan ramen
21255,08-04-2017,6.4944E+15,1,tori paitan ramen
21256,08-04-2017,6.4944E+15,1,tori paitan ramen
21257,08-04-2017,6.86334E+15,1,soft-shell miso crab ramen
21258,08-04-2017,6.86334E+15,1,soft-shell miso crab ramen
21259,08-04-2017,8.55786E+15,1,nagomi shoyu
21260,08-04-2017,8.55786E+15,1,nagomi shoyu
21261,08-04-2017,9.54095E+15,1,nagomi shoyu
21262,08-04-2017,9.54095E+15,1,nagomi shoyu
21263,08-04-2017,2.89963E+15,1,spicy miso ramen
21264,08-04-2017,2.89963E+15,1,spicy miso ramen
21265,08-04-2017,9.88903E+15,1,nagomi shoyu
21266,08-04-2017,9.88903E+15,1,nagomi shoyu
21267,08-04-2017,2.6333E+15,3,nagomi shoyu
21268,08-04-2017,2.6333E+15,3,nagomi shoyu
21269,08-04-2017,4.02945E+15,1,burnt garlic tonkotsu ramen
21270,08-04-2017,4.02945E+15,1,burnt garlic tonkotsu ramen
21271,08-04-2017,3.94186E+15,1,burnt garlic tonkotsu ramen
21272,08-04-2017,3.94186E+15,1,burnt garlic tonkotsu ramen
21273,08-04-2017,5.88129E+15,1,tonkotsu ramen
21274,08-04-2017,5.88129E+15,1,tonkotsu ramen
21275,08-04-2017,8.9573E+15,1,miso crab ramen
21276,08-04-2017,8.9573E+15,1,miso crab ramen
21277,08-04-2017,4.93222E+15,1,tori paitan ramen
21278,08-04-2017,4.93222E+15,1,tori paitan ramen
21279,08-04-2017,6.04929E+15,1,tonkotsu ramen
21280,08-04-2017,6.04929E+15,1,tonkotsu ramen
21281,08-04-2017,7.19461E+15,1,tori paitan ramen
21282,08-04-2017,7.19461E+15,1,tori paitan ramen
21283,08-04-2017,3.84274E+15,1,burnt garlic tonkotsu ramen
21284,08-04-2017,3.84274E+15,1,burnt garlic tonkotsu ramen
21285,08-04-2017,2.9881E+15,1,miso crab ramen
21286,08-04-2017,2.9881E+15,1,miso crab ramen
21287,08-04-2017,2.94356E+15,1,truffle butter ramen
21288,08-04-2017,2.94356E+15,1,truffle butter ramen
21289,08-04-2017,7.73016E+15,1,burnt garlic tonkotsu ramen
21290,08-04-2017,7.73016E+15,1,burnt garlic tonkotsu ramen
21291,08-04-2017,9.88127E+15,1,tonkotsu ramen
21292,08-04-2017,9.88127E+15,1,tonkotsu ramen
21293,08-04-2017,7.19589E+15,1,soft-shell miso crab ramen
21294,08-04-2017,7.19589E+15,1,soft-shell miso crab ramen
21295,08-04-2017,7.59052E+14,3,spicy miso ramen
21296,08-04-2017,7.59052E+14,3,spicy miso ramen
21297,08-04-2017,3.42218E+15,1,spicy miso ramen
21298,08-04-2017,3.42218E+15,1,spicy miso ramen
21299,08-04-2017,8.08078E+14,2,spicy miso ramen
21300,08-04-2017,8.08078E+14,2,spicy miso ramen
21301,08-04-2017,5.39808E+15,1,vegetarian curry + king trumpet mushroom ramen
21302,08-04-2017,5.39808E+15,1,vegetarian curry + king trumpet mushroom ramen
21303,08-04-2017,2.76401E+15,1,vegetarian curry + king trumpet mushroom ramen
21304,08-04-2017,2.76401E+15,1,vegetarian curry + king trumpet mushroom ramen
21305,08-04-2017,6.61303E+15,2,soft-shell miso crab ramen
21306,08-04-2017,6.61303E+15,2,soft-shell miso crab ramen
21307,08-04-2017,8.70567E+15,3,burnt garlic tonkotsu ramen
21308,08-04-2017,8.70567E+15,3,burnt garlic tonkotsu ramen
21309,08-04-2017,5.76364E+15,1,spicy miso ramen
21310,08-04-2017,5.76364E+15,1,spicy miso ramen
21311,08-04-2017,6.99471E+15,1,tori paitan ramen
21312,08-04-2017,6.99471E+15,1,tori paitan ramen
21313,08-04-2017,2.36643E+15,1,soft-shell miso crab ramen
21314,08-04-2017,2.36643E+15,1,soft-shell miso crab ramen
21315,08-04-2017,3.16512E+15,1,vegetarian curry + king trumpet mushroom ramen
21316,08-04-2017,3.16512E+15,1,vegetarian curry + king trumpet mushroom ramen
21317,08-04-2017,5.36186E+15,2,miso crab ramen
21318,08-04-2017,5.36186E+15,2,miso crab ramen
21319,08-04-2017,8.06583E+15,1,soft-shell miso crab ramen
21320,08-04-2017,8.06583E+15,1,soft-shell miso crab ramen
21321,08-04-2017,9.22742E+15,1,burnt garlic tonkotsu ramen
21322,08-04-2017,9.22742E+15,1,burnt garlic tonkotsu ramen
21323,08-04-2017,3.48942E+15,1,vegetarian curry + king trumpet mushroom ramen
21324,08-04-2017,3.48942E+15,1,vegetarian curry + king trumpet mushroom ramen
21325,08-04-2017,6.07551E+15,1,tonkotsu ramen
21326,08-04-2017,6.07551E+15,1,tonkotsu ramen
21327,08-04-2017,5.2924E+15,1,nagomi shoyu
21328,08-04-2017,5.2924E+15,1,nagomi shoyu
21329,08-04-2017,5.66476E+15,1,burnt garlic tonkotsu ramen
21330,08-04-2017,5.66476E+15,1,burnt garlic tonkotsu ramen
21331,08-04-2017,5.49721E+14,1,miso crab ramen
21332,08-04-2017,5.49721E+14,1,miso crab ramen
21333,08-04-2017,1.36352E+15,1,vegetarian curry + king trumpet mushroom ramen
21334,08-04-2017,1.36352E+15,1,vegetarian curry + king trumpet mushroom ramen
21335,08-04-2017,3.01379E+15,4,truffle butter ramen
21336,08-04-2017,3.01379E+15,4,truffle butter ramen
21337,08-04-2017,2.21081E+14,2,miso crab ramen
21338,08-04-2017,2.21081E+14,2,miso crab ramen
21339,08-04-2017,1.89117E+15,1,vegetarian spicy miso
21340,08-04-2017,1.89117E+15,1,vegetarian spicy miso
21341,08-04-2017,8.34186E+15,1,shio ramen
21342,08-04-2017,8.34186E+15,1,shio ramen
